Time,I_dir,I_dif,m_dot,T_amb,T_in,T_out
3948,764.84,119.03,38.07,30.50,49.00,52.25
3949,764.84,119.03,38.07,30.50,49.01,52.25
3950,764.85,119.03,38.10,30.51,49.01,52.23
3951,764.85,119.03,38.10,30.52,49.01,52.23
3952,764.85,119.03,38.12,30.50,49.01,52.25
3953,764.85,119.03,38.14,30.48,49.01,52.25
3954,764.85,119.03,38.12,30.48,49.01,52.26
3955,764.85,119.03,38.09,30.48,49.02,52.26
3956,764.85,119.03,38.09,30.46,49.03,52.25
3957,764.85,119.03,37.94,30.49,49.02,52.27
3958,764.85,119.03,37.94,30.48,49.03,52.26
3959,764.85,119.03,37.86,30.51,49.03,52.26
3960,764.86,119.03,37.83,30.54,49.03,52.26
3961,764.86,119.03,37.88,30.55,49.03,52.26
3962,764.86,119.03,37.94,30.55,49.03,52.27
3963,764.87,119.03,37.94,30.58,49.03,52.28
3964,764.87,119.03,38.14,30.67,49.03,52.29
3965,764.87,119.03,38.14,30.78,49.04,52.28
3966,764.88,119.03,38.23,30.86,49.04,52.29
3967,764.88,119.03,38.25,30.92,49.04,52.29
3968,764.87,119.03,38.27,30.96,49.04,52.29
3969,764.86,119.03,38.29,30.98,49.04,52.29
3970,764.85,119.03,38.29,30.98,49.04,52.30
3971,764.84,119.03,38.27,30.98,49.04,52.31
3972,764.82,119.03,38.27,30.97,49.05,52.29
3973,764.81,119.03,38.25,30.94,49.05,52.31
3974,764.80,119.03,38.23,30.93,49.05,52.30
3975,764.79,119.03,38.25,30.90,49.05,52.31
3976,764.79,119.03,38.29,30.87,49.05,52.30
3977,764.78,119.03,38.31,30.87,49.05,52.30
3978,764.77,119.04,38.31,30.84,49.05,52.31
3979,764.77,119.04,38.31,30.81,49.05,52.30
3980,764.77,119.04,38.29,30.79,49.05,52.30
3981,764.77,119.04,38.25,30.77,49.06,52.31
3982,764.77,119.04,38.20,30.75,49.06,52.31
3983,764.77,119.04,38.27,30.72,49.05,52.31
3984,764.78,119.04,38.33,30.69,49.05,52.31
3985,764.78,119.04,38.40,30.65,49.06,52.31
3986,764.79,119.04,38.44,30.65,49.05,52.32
3987,764.79,119.04,38.42,30.61,49.06,52.32
3988,764.80,119.04,38.42,30.58,49.06,52.32
3989,764.80,119.04,38.40,30.55,49.06,52.32
3990,764.79,119.04,38.38,30.52,49.06,52.32
3991,764.78,119.04,38.33,30.50,49.07,52.33
3992,764.77,119.04,38.29,30.48,49.07,52.33
3993,764.76,119.04,38.29,30.48,49.06,52.32
3994,764.75,119.04,38.29,30.48,49.06,52.33
3995,764.75,119.04,38.32,30.47,49.06,52.32
3996,764.76,119.04,38.32,30.45,49.07,52.33
3997,764.76,119.04,38.31,30.44,49.06,52.32
3998,764.77,119.04,38.29,30.44,49.07,52.33
3999,764.77,119.04,38.18,30.42,49.07,52.33
4000,764.78,119.04,38.12,30.42,49.07,52.34
4001,764.79,119.04,38.12,30.41,49.07,52.34
4002,764.79,119.04,38.06,30.41,49.08,52.34
4003,764.80,119.04,38.06,30.40,49.08,52.33
4004,764.81,119.04,38.10,30.39,49.07,52.33
4005,764.81,119.04,38.10,30.38,49.07,52.32
4006,764.82,119.04,38.09,30.39,49.07,52.34
4007,764.82,119.04,38.07,30.39,49.08,52.34
4008,764.83,119.04,38.03,30.39,49.08,52.33
4009,764.84,119.04,38.01,30.38,49.09,52.34
4010,764.84,119.04,38.01,30.37,49.08,52.33
4011,764.85,119.04,38.03,30.37,49.09,52.34
4012,764.86,119.04,38.03,30.36,49.08,52.34
4013,764.86,119.04,38.07,30.35,49.08,52.34
4014,764.87,119.04,38.16,30.33,49.08,52.34
4015,764.87,119.04,38.12,30.33,49.09,52.34
4016,764.88,119.04,38.10,30.33,49.09,52.35
4017,764.88,119.04,38.10,30.31,49.10,52.35
4018,764.89,119.04,38.12,30.29,49.10,52.36
4019,764.89,119.04,38.12,30.28,49.09,52.35
4020,764.90,119.04,38.12,30.27,49.09,52.34
4021,764.90,119.04,38.18,30.26,49.10,52.36
4022,764.91,119.04,38.16,30.26,49.10,52.36
4023,764.92,119.04,38.10,30.26,49.09,52.35
4024,764.93,119.04,38.03,30.26,49.09,52.35
4025,764.93,119.04,38.03,30.25,49.09,52.35
4026,764.93,119.04,37.94,30.25,49.10,52.35
4027,764.94,119.04,37.90,30.25,49.10,52.36
4028,764.95,119.04,37.94,30.24,49.10,52.35
4029,764.96,119.04,38.03,30.23,49.10,52.36
4030,764.96,119.04,38.10,30.23,49.10,52.36
4031,764.97,119.04,38.17,30.23,49.10,52.36
4032,764.97,119.04,38.18,30.22,49.10,52.37
4033,764.97,119.04,38.18,30.22,49.11,52.36
4034,764.97,119.04,38.18,30.21,49.11,52.38
4035,764.97,119.04,38.27,30.21,49.11,52.37
4036,764.97,119.04,38.36,30.18,49.11,52.37
4037,764.97,119.04,38.43,30.16,49.11,52.38
4038,764.98,119.04,38.42,30.16,49.11,52.38
4039,764.99,119.04,38.38,30.16,49.11,52.36
4040,765.00,119.04,38.38,30.14,49.12,52.39
4041,765.00,119.04,38.27,30.14,49.11,52.38
4042,765.01,119.04,38.27,30.13,49.12,52.37
4043,765.02,119.04,38.25,30.12,49.11,52.39
4044,765.02,119.04,38.25,30.11,49.12,52.38
4045,765.02,119.04,38.20,30.12,49.12,52.38
4046,765.02,119.04,38.18,30.12,49.12,52.38
4047,765.03,119.04,38.14,30.14,49.11,52.39
4048,765.03,119.04,38.15,30.18,49.12,52.39
4049,765.04,119.04,38.15,30.20,49.12,52.38
4050,765.05,119.04,38.25,30.19,49.12,52.39
4051,765.05,119.04,38.25,30.20,49.12,52.39
4052,765.06,119.04,38.31,30.19,49.12,52.39
4053,765.05,119.04,38.36,30.19,49.12,52.39
4054,765.05,119.04,38.36,30.19,49.12,52.38
4055,765.05,119.04,38.31,30.19,49.11,52.38
4056,765.05,119.04,38.31,30.19,49.12,52.39
4057,765.05,119.04,38.14,30.18,49.12,52.38
4058,765.05,119.04,38.14,30.18,49.12,52.39
4059,765.06,119.04,38.05,30.18,49.14,52.39
4060,765.06,119.04,38.00,30.17,49.12,52.39
4061,765.07,119.04,38.01,30.16,49.12,52.39
4062,765.08,119.04,38.07,30.16,49.12,52.39
4063,765.09,119.04,38.07,30.15,49.12,52.39
4064,765.10,119.04,38.25,30.14,49.12,52.38
4065,765.11,119.04,38.25,30.14,49.12,52.39
4066,765.12,119.04,38.31,30.12,49.12,52.40
4067,765.13,119.04,38.40,30.12,49.12,52.39
4068,765.14,119.04,38.40,30.11,49.12,52.39
4069,765.15,119.04,38.36,30.11,49.12,52.40
4070,765.16,119.03,38.36,30.10,49.14,52.41
4071,765.16,119.03,38.29,30.09,49.13,52.39
4072,765.17,119.03,38.29,30.07,49.12,52.39
4073,765.17,119.03,38.29,30.07,49.13,52.38
4074,765.18,119.03,38.29,30.08,49.12,52.39
4075,765.19,119.03,38.31,30.06,49.13,52.40
4076,765.20,119.03,38.31,30.04,49.13,52.40
4077,765.21,119.03,38.31,30.04,49.13,52.40
4078,765.22,119.03,38.34,30.03,49.13,52.41
4079,765.23,119.03,38.34,30.01,49.13,52.39
4080,765.24,119.03,38.36,29.99,49.13,52.40
4081,765.25,119.03,38.36,29.98,49.14,52.40
4082,765.25,119.03,38.33,29.97,49.13,52.40
4083,765.25,119.03,38.29,29.97,49.14,52.40
4084,765.24,119.03,38.20,29.97,49.14,52.40
4085,765.24,119.03,38.18,29.97,49.14,52.40
4086,765.25,119.03,38.18,29.97,49.14,52.41
4087,765.25,119.03,38.25,29.97,49.14,52.41
4088,765.25,119.03,38.25,29.97,49.13,52.41
4089,765.25,119.03,38.34,29.99,49.14,52.40
4090,765.24,119.03,38.42,30.00,49.13,52.40
4091,765.24,119.03,38.38,30.02,49.13,52.40
4092,765.24,119.03,38.29,30.02,49.14,52.40
4093,765.24,119.03,38.29,30.02,49.14,52.40
4094,765.24,119.03,38.16,30.03,49.13,52.40
4095,765.23,119.03,38.16,30.03,49.14,52.41
4096,765.23,119.03,38.23,30.04,49.14,52.41
4097,765.22,119.03,38.29,30.03,49.14,52.42
4098,765.22,119.03,38.33,30.02,49.14,52.41
4099,765.22,119.03,38.40,30.01,49.16,52.41
4100,765.22,119.03,38.40,30.01,49.16,52.41
4101,765.21,119.03,38.34,30.01,49.15,52.41
4102,765.21,119.03,38.34,30.03,49.15,52.42
4103,765.20,119.03,38.29,30.03,49.15,52.42
4104,765.19,119.03,38.27,30.04,49.15,52.41
4105,765.19,119.03,38.27,30.05,49.15,52.43
4106,765.19,119.03,38.29,30.06,49.16,52.41
4107,765.19,119.03,38.31,30.08,49.16,52.42
4108,765.20,119.03,38.33,30.09,49.16,52.42
4109,765.21,119.03,38.33,30.09,49.16,52.42
4110,765.22,119.03,38.36,30.10,49.16,52.43
4111,765.22,119.03,38.36,30.11,49.16,52.42
4112,765.22,119.03,38.56,30.12,49.16,52.42
4113,765.23,119.03,38.56,30.15,49.16,52.41
4114,765.23,119.03,38.66,30.15,49.16,52.43
4115,765.24,119.03,38.66,30.16,49.16,52.43
4116,765.25,119.03,38.60,30.16,49.16,52.42
4117,765.26,119.03,38.55,30.16,49.16,52.41
4118,765.27,119.03,38.55,30.16,49.17,52.41
4119,765.28,119.03,38.38,30.16,49.16,52.43
4120,765.28,119.03,38.38,30.17,49.17,52.41
4121,765.29,119.03,38.40,30.18,49.16,52.42
4122,765.29,119.03,38.40,30.17,49.17,52.42
4123,765.28,119.03,38.38,30.17,49.17,52.42
4124,765.28,119.03,38.38,30.18,49.18,52.42
4125,765.27,119.03,38.38,30.17,49.17,52.44
4126,765.27,119.03,38.38,30.18,49.18,52.43
4127,765.26,119.03,38.38,30.17,49.18,52.43
4128,765.25,119.03,38.38,30.17,49.18,52.42
4129,765.25,119.03,38.42,30.17,49.18,52.42
4130,765.24,119.03,38.44,30.16,49.19,52.43
4131,765.24,119.03,38.47,30.15,49.19,52.43
4132,765.24,119.03,38.47,30.15,49.18,52.43
4133,765.24,119.03,38.49,30.14,49.18,52.43
4134,765.24,119.03,38.49,30.14,49.19,52.43
4135,765.23,119.03,38.44,30.13,49.18,52.43
4136,765.23,119.03,38.40,30.13,49.18,52.44
4137,765.22,119.03,38.38,30.12,49.18,52.45
4138,765.21,119.03,38.40,30.12,49.18,52.44
4139,765.20,119.03,38.40,30.12,49.19,52.44
4140,765.20,119.03,38.51,30.11,49.19,52.46
4141,765.19,119.03,38.51,30.11,49.19,52.45
4142,765.18,119.03,38.66,30.09,49.20,52.45
4143,765.18,119.03,38.66,30.10,49.20,52.44
4144,765.18,119.03,38.62,30.09,49.19,52.44
4145,765.17,119.03,38.57,30.09,49.20,52.45
4146,765.17,119.03,38.51,30.08,49.20,52.45
4147,765.18,119.03,38.44,30.08,49.19,52.45
4148,765.18,119.03,38.44,30.08,49.20,52.44
4149,765.18,119.03,38.47,30.07,49.20,52.46
4150,765.18,119.03,38.47,30.07,49.20,52.46
4151,765.19,119.03,38.49,30.06,49.20,52.46
4152,765.19,119.03,38.51,30.07,49.20,52.45
4153,765.19,119.03,38.53,30.07,49.20,52.46
4154,765.19,119.03,38.51,30.07,49.20,52.46
4155,765.19,119.03,38.51,30.07,49.20,52.46
4156,765.19,119.03,38.49,30.06,49.20,52.46
4157,765.19,119.03,38.49,30.07,49.20,52.46
4158,765.20,119.03,38.44,30.07,49.20,52.46
4159,765.20,119.03,38.42,30.08,49.21,52.46
4160,765.20,119.03,38.42,30.08,49.20,52.47
4161,765.20,119.03,38.42,30.09,49.20,52.47
4162,765.20,119.03,38.42,30.12,49.21,52.47
4163,765.21,119.03,38.40,30.12,49.22,52.47
4164,765.21,119.03,38.40,30.14,49.21,52.47
4165,765.21,119.03,38.40,30.17,49.21,52.47
4166,765.21,119.03,38.42,30.19,49.22,52.47
4167,765.21,119.03,38.49,30.22,49.22,52.47
4168,765.22,119.03,38.55,30.23,49.22,52.46
4169,765.22,119.03,38.62,30.25,49.22,52.48
4170,765.21,119.03,38.59,30.26,49.22,52.48
4171,765.21,119.03,38.51,30.26,49.23,52.47
4172,765.20,119.03,38.51,30.27,49.22,52.47
4173,765.19,119.03,38.44,30.28,49.23,52.47
4174,765.19,119.03,38.36,30.30,49.22,52.47
4175,765.18,119.03,38.34,30.30,49.22,52.47
4176,765.17,119.03,38.36,30.32,49.22,52.47
4177,765.16,119.03,38.33,30.33,49.22,52.47
4178,765.15,119.03,38.36,30.33,49.22,52.47
4179,765.14,119.03,38.40,30.34,49.23,52.48
4180,765.13,119.03,38.42,30.33,49.23,52.49
4181,765.13,119.03,38.42,30.34,49.22,52.49
4182,765.14,119.03,38.40,30.35,49.22,52.47
4183,765.14,119.03,38.40,30.35,49.22,52.49
4184,765.14,119.03,38.40,30.36,49.23,52.48
4185,765.14,119.03,38.42,30.34,49.23,52.48
4186,765.15,119.03,38.46,30.34,49.23,52.48
4187,765.15,119.03,38.48,30.34,49.22,52.49
4188,765.16,119.03,38.48,30.32,49.22,52.48
4189,765.16,119.03,38.49,30.31,49.23,52.50
4190,765.16,119.03,38.49,30.29,49.23,52.48
4191,765.15,119.03,38.42,30.29,49.23,52.49
4192,765.15,119.04,38.38,30.28,49.23,52.48
4193,765.15,119.04,38.38,30.27,49.23,52.48
4194,765.15,119.04,38.36,30.27,49.22,52.50
4195,765.15,119.04,38.36,30.26,49.23,52.48
4196,765.16,119.04,38.40,30.25,49.24,52.48
4197,765.16,119.04,38.40,30.23,49.24,52.50
4198,765.16,119.04,38.44,30.21,49.23,52.48
4199,765.16,119.04,38.44,30.20,49.24,52.48
4200,765.16,119.04,38.38,30.18,49.23,52.48
4201,765.16,119.04,38.36,30.17,49.23,52.48
4202,765.15,119.04,38.33,30.17,49.23,52.48
4203,765.15,119.04,38.33,30.17,49.24,52.51
4204,765.14,119.04,38.33,30.16,49.24,52.50
4205,765.13,119.04,38.31,30.16,49.25,52.49
4206,765.12,119.04,38.33,30.15,49.24,52.49
4207,765.11,119.04,38.33,30.16,49.24,52.50
4208,765.11,119.04,38.33,30.15,49.24,52.50
4209,765.10,119.04,38.36,30.15,49.24,52.50
4210,765.10,119.04,38.38,30.16,49.25,52.49
4211,765.10,119.04,38.35,30.16,49.24,52.50
4212,765.10,119.04,38.35,30.16,49.25,52.50
4213,765.09,119.04,38.36,30.17,49.25,52.50
4214,765.09,119.04,38.36,30.17,49.25,52.49
4215,765.09,119.04,38.33,30.15,49.24,52.49
4216,765.09,119.04,38.33,30.15,49.24,52.50
4217,765.09,119.04,38.38,30.15,49.24,52.50
4218,765.10,119.04,38.38,30.14,49.25,52.50
4219,765.11,119.04,38.44,30.13,49.25,52.51
4220,765.11,119.04,38.44,30.13,49.25,52.50
4221,765.12,119.04,38.46,30.11,49.26,52.50
4222,765.12,119.04,38.44,30.10,49.25,52.51
4223,765.13,119.04,38.40,30.09,49.26,52.49
4224,765.14,119.04,38.36,30.07,49.26,52.49
4225,765.15,119.04,38.38,30.07,49.26,52.51
4226,765.16,119.04,38.42,30.08,49.26,52.50
4227,765.17,119.04,38.42,30.09,49.26,52.50
4228,765.18,119.04,38.53,30.10,49.26,52.50
4229,765.19,119.04,38.53,30.10,49.26,52.50
4230,765.20,119.04,38.53,30.12,49.26,52.50
4231,765.21,119.04,38.48,30.13,49.26,52.50
4232,765.21,119.04,38.49,30.15,49.26,52.50
4233,765.22,119.04,38.49,30.15,49.26,52.51
4234,765.23,119.04,38.49,30.16,49.26,52.51
4235,765.23,119.04,38.42,30.15,49.26,52.49
4236,765.23,119.04,38.42,30.17,49.26,52.50
4237,765.23,119.04,38.35,30.17,49.25,52.51
4238,765.24,119.04,38.33,30.19,49.26,52.50
4239,765.24,119.04,38.36,30.19,49.26,52.50
4240,765.25,119.04,38.42,30.19,49.26,52.50
4241,765.26,119.04,38.42,30.18,49.26,52.50
4242,765.27,119.04,38.55,30.16,49.26,52.50
4243,765.27,119.04,38.55,30.15,49.26,52.49
4244,765.27,119.04,38.59,30.14,49.25,52.49
4245,765.27,119.04,38.59,30.14,49.26,52.50
4246,765.28,119.04,38.64,30.13,49.26,52.49
4247,765.28,119.04,38.62,30.11,49.26,52.49
4248,765.29,119.04,38.59,30.11,49.26,52.49
4249,765.30,119.04,38.59,30.12,49.26,52.49
4250,765.31,119.04,38.59,30.12,49.26,52.50
4251,765.32,119.04,38.58,30.11,49.26,52.48
4252,765.33,119.04,38.58,30.11,49.27,52.50
4253,765.33,119.04,38.51,30.12,49.26,52.50
4254,765.34,119.04,38.44,30.12,49.27,52.51
4255,765.35,119.04,38.38,30.12,49.27,52.51
4256,765.35,119.04,38.31,30.11,49.26,52.50
4257,765.37,119.04,38.31,30.11,49.27,52.51
4258,765.37,119.04,38.36,30.11,49.26,52.50
4259,765.39,119.04,38.36,30.10,49.27,52.50
4260,765.39,119.04,38.36,30.10,49.26,52.50
4261,765.40,119.04,38.35,30.10,49.27,52.50
4262,765.40,119.04,38.40,30.12,49.27,52.51
4263,765.41,119.04,38.51,30.12,49.27,52.51
4264,765.41,119.04,38.51,30.12,49.27,52.50
4265,765.41,119.04,38.66,30.13,49.28,52.50
4266,765.41,119.04,38.66,30.14,49.27,52.51
4267,765.42,119.04,38.68,30.14,49.26,52.50
4268,765.43,119.04,38.64,30.15,49.27,52.51
4269,765.44,119.04,38.55,30.15,49.27,52.50
4270,765.45,119.04,38.53,30.15,49.27,52.51
4271,765.45,119.04,38.51,30.15,49.26,52.51
4272,765.46,119.04,38.53,30.16,49.27,52.51
4273,765.47,119.04,38.53,30.17,49.28,52.51
4274,765.48,119.04,38.58,30.17,49.27,52.51
4275,765.49,119.04,38.58,30.17,49.28,52.50
4276,765.50,119.04,38.55,30.17,49.28,52.50
4277,765.51,119.04,38.53,30.17,49.27,52.52
4278,765.52,119.04,38.50,30.17,49.28,52.51
4279,765.52,119.04,38.50,30.16,49.27,52.51
4280,765.52,119.04,38.52,30.15,49.27,52.50
4281,765.52,119.04,38.57,30.15,49.27,52.50
4282,765.53,119.04,38.57,30.15,49.27,52.51
4283,765.53,119.04,38.57,30.15,49.28,52.52
4284,765.53,119.04,38.68,30.15,49.28,52.51
4285,765.53,119.04,38.70,30.15,49.28,52.51
4286,765.53,119.04,38.70,30.15,49.28,52.52
4287,765.53,119.04,38.65,30.14,49.28,52.52
4288,765.53,119.04,38.59,30.14,49.28,52.52
4289,765.52,119.04,38.59,30.14,49.28,52.52
4290,765.52,119.04,38.50,30.13,49.29,52.52
4291,765.52,119.04,38.48,30.14,49.29,52.52
4292,765.52,119.04,38.48,30.14,49.29,52.52
4293,765.52,119.04,38.52,30.14,49.28,52.52
4294,765.52,119.04,38.61,30.13,49.29,52.52
4295,765.52,119.04,38.68,30.12,49.29,52.52
4296,765.52,119.04,38.70,30.12,49.29,52.52
4297,765.52,119.04,38.74,30.11,49.29,52.52
4298,765.52,119.04,38.74,30.11,49.29,52.53
4299,765.52,119.04,38.72,30.11,49.29,52.53
4300,765.53,119.03,38.72,30.10,49.29,52.53
4301,765.53,119.03,38.74,30.09,49.30,52.53
4302,765.54,119.03,38.78,30.08,49.29,52.52
4303,765.55,119.03,38.85,30.07,49.29,52.52
4304,765.55,119.03,38.89,30.07,49.29,52.53
4305,765.56,119.03,38.89,30.05,49.30,52.53
4306,765.56,119.03,38.81,30.03,49.30,52.53
4307,765.57,119.03,38.81,30.03,49.30,52.52
4308,765.58,119.03,38.72,30.01,49.30,52.53
4309,765.58,119.03,38.65,30.01,49.30,52.52
4310,765.58,119.03,38.63,29.99,49.30,52.53
4311,765.59,119.03,38.61,29.98,49.30,52.53
4312,765.60,119.03,38.61,29.98,49.30,52.53
4313,765.61,119.03,38.70,29.97,49.30,52.53
4314,765.62,119.03,38.70,29.96,49.29,52.53
4315,765.63,119.03,38.76,29.94,49.30,52.53
4316,765.65,119.03,38.76,29.97,49.30,52.52
4317,765.66,119.03,38.83,30.03,49.30,52.53
4318,765.67,119.03,38.76,30.07,49.29,52.53
4319,765.67,119.03,38.70,30.07,49.29,52.53
4320,765.68,119.03,38.67,30.12,49.29,52.52
4321,765.69,119.03,38.67,30.15,49.29,52.53
4322,765.70,119.03,38.61,30.18,49.30,52.52
4323,765.71,119.03,38.61,30.21,49.30,52.51
4324,765.72,119.03,38.63,30.21,49.30,52.54
4325,765.72,119.03,38.65,30.20,49.30,52.53
4326,765.73,119.03,38.61,30.20,49.30,52.53
4327,765.74,119.03,38.57,30.19,49.30,52.52
4328,765.75,119.03,38.57,30.18,49.30,52.52
4329,765.76,119.03,38.57,30.18,49.30,52.52
4330,765.77,119.03,38.57,30.18,49.30,52.53
4331,765.78,119.03,38.61,30.18,49.30,52.53
4332,765.79,119.03,38.65,30.18,49.30,52.53
4333,765.80,119.03,38.65,30.17,49.30,52.53
4334,765.81,119.03,38.58,30.17,49.30,52.53
4335,765.82,119.03,38.58,30.17,49.30,52.53
4336,765.83,119.03,38.35,30.15,49.30,52.53
4337,765.84,119.03,38.35,30.15,49.31,52.53
4338,765.85,119.03,38.33,30.14,49.30,52.54
4339,765.86,119.03,38.33,30.13,49.30,52.54
4340,765.87,119.03,38.42,30.13,49.30,52.52
4341,765.88,119.03,38.48,30.12,49.30,52.54
4342,765.89,119.03,38.52,30.12,49.31,52.54
4343,765.90,119.03,38.57,30.12,49.30,52.54
4344,765.92,119.03,38.57,30.11,49.31,52.54
4345,765.93,119.03,38.63,30.09,49.30,52.53
4346,765.94,119.03,38.63,30.08,49.31,52.54
4347,765.96,119.03,38.68,30.06,49.30,52.54
4348,765.97,119.03,38.63,30.04,49.31,52.54
4349,765.98,119.03,38.57,30.02,49.31,52.54
4350,766.00,119.03,38.55,30.02,49.30,52.53
4351,766.01,119.04,38.55,30.00,49.30,52.53
4352,766.02,119.04,38.65,29.97,49.31,52.53
4353,766.03,119.04,38.65,29.95,49.31,52.54
4354,766.04,119.04,38.70,29.94,49.32,52.54
4355,766.05,119.04,38.74,29.94,49.31,52.55
4356,766.06,119.04,38.74,29.93,49.31,52.54
4357,766.07,119.04,38.70,29.93,49.31,52.54
4358,766.08,119.04,38.70,29.93,49.31,52.54
4359,766.09,119.04,38.70,29.92,49.31,52.54
4360,766.10,119.04,38.70,29.92,49.31,52.54
4361,766.11,119.04,38.70,29.92,49.32,52.55
4362,766.12,119.04,38.67,29.92,49.32,52.55
4363,766.13,119.04,38.61,29.91,49.32,52.56
4364,766.14,119.04,38.57,29.90,49.32,52.53
4365,766.15,119.04,38.52,29.89,49.32,52.53
4366,766.16,119.04,38.48,29.89,49.32,52.55
4367,766.17,119.04,38.46,29.89,49.32,52.54
4368,766.17,119.04,38.46,29.89,49.32,52.55
4369,766.18,119.04,38.44,29.89,49.31,52.54
4370,766.19,119.04,38.46,29.88,49.31,52.55
4371,766.19,119.04,38.50,29.88,49.32,52.54
4372,766.20,119.04,38.57,29.88,49.32,52.54
4373,766.20,119.04,38.65,29.88,49.32,52.54
4374,766.21,119.04,38.75,29.87,49.31,52.54
4375,766.21,119.04,38.81,29.88,49.31,52.54
4376,766.22,119.04,38.81,29.92,49.32,52.54
4377,766.23,119.04,38.85,29.92,49.32,52.54
4378,766.24,119.04,38.85,29.93,49.32,52.54
4379,766.25,119.04,38.81,29.92,49.32,52.55
4380,766.26,119.04,38.70,29.92,49.32,52.54
4381,766.26,119.04,38.70,29.92,49.32,52.54
4382,766.27,119.04,38.57,29.93,49.31,52.54
4383,766.28,119.04,38.57,29.94,49.32,52.54
4384,766.28,119.04,38.59,29.95,49.32,52.54
4385,766.28,119.04,38.59,29.96,49.31,52.55
4386,766.28,119.04,38.65,29.96,49.32,52.55
4387,766.28,119.04,38.72,29.97,49.32,52.55
4388,766.28,119.04,38.72,29.97,49.32,52.55
4389,766.28,119.04,38.70,29.97,49.32,52.54
4390,766.28,119.04,38.70,29.98,49.32,52.55
4391,766.28,119.04,38.66,29.98,49.32,52.54
4392,766.28,119.04,38.66,29.97,49.31,52.54
4393,766.29,119.04,38.61,29.97,49.31,52.55
4394,766.29,119.04,38.61,29.94,49.32,52.55
4395,766.29,119.04,38.63,29.92,49.32,52.54
4396,766.29,119.04,38.63,29.89,49.32,52.54
4397,766.30,119.05,38.63,29.89,49.31,52.54
4398,766.30,119.05,38.63,29.88,49.32,52.53
4399,766.30,119.05,38.63,29.89,49.32,52.55
4400,766.30,119.05,38.61,29.90,49.32,52.53
4401,766.30,119.05,38.61,29.91,49.31,52.53
4402,766.30,119.05,38.65,29.91,49.32,52.54
4403,766.30,119.05,38.65,29.92,49.32,52.55
4404,766.31,119.05,38.70,29.93,49.32,52.55
4405,766.31,119.05,38.74,29.93,49.32,52.54
4406,766.31,119.05,38.81,29.94,49.32,52.55
4407,766.32,119.05,38.81,29.95,49.31,52.54
4408,766.32,119.05,38.83,29.94,49.31,52.55
4409,766.32,119.05,38.85,29.93,49.31,52.53
4410,766.33,119.05,38.81,29.93,49.32,52.53
4411,766.33,119.05,38.79,29.92,49.32,52.54
4412,766.34,119.05,38.76,29.91,49.32,52.54
4413,766.34,119.05,38.78,29.91,49.32,52.54
4414,766.34,119.05,38.81,29.89,49.31,52.54
4415,766.34,119.05,38.81,29.88,49.31,52.54
4416,766.34,119.05,38.87,29.88,49.31,52.54
4417,766.34,119.05,38.87,29.88,49.31,52.54
4418,766.34,119.05,38.85,29.88,49.31,52.54
4419,766.34,119.05,38.83,29.88,49.31,52.54
4420,766.34,119.05,38.81,29.88,49.31,52.53
4421,766.34,119.05,38.79,29.89,49.31,52.53
4422,766.33,119.05,38.83,29.90,49.31,52.54
4423,766.33,119.05,38.83,29.91,49.32,52.54
4424,766.33,119.05,38.92,29.91,49.32,52.55
4425,766.32,119.06,38.94,29.92,49.31,52.54
4426,766.32,119.06,38.92,29.91,49.32,52.55
4427,766.32,119.06,38.81,29.90,49.32,52.55
4428,766.32,119.06,38.72,29.90,49.32,52.55
4429,766.32,119.06,38.68,29.91,49.32,52.54
4430,766.32,119.06,38.68,29.91,49.32,52.54
4431,766.32,119.06,38.76,29.92,49.32,52.53
4432,766.33,119.06,38.76,29.93,49.32,52.54
4433,766.33,119.06,38.85,29.92,49.32,52.53
4434,766.33,119.06,38.87,29.91,49.32,52.53
4435,766.34,119.06,38.87,29.90,49.32,52.53
4436,766.34,119.06,38.83,29.90,49.32,52.53
4437,766.34,119.06,38.83,29.89,49.32,52.54
4438,766.34,119.06,38.76,29.87,49.32,52.55
4439,766.35,119.06,38.76,29.87,49.32,52.53
4440,766.35,119.06,38.74,29.89,49.33,52.53
4441,766.36,119.06,38.70,29.90,49.32,52.53
4442,766.36,119.06,38.72,29.90,49.32,52.53
4443,766.36,119.06,38.72,29.90,49.32,52.53
4444,766.36,119.06,38.72,29.92,49.33,52.53
4445,766.36,119.06,38.72,29.92,49.32,52.54
4446,766.36,119.06,38.72,29.92,49.33,52.53
4447,766.36,119.06,38.67,29.92,49.33,52.54
4448,766.36,119.06,38.67,29.93,49.33,52.54
4449,766.36,119.06,38.70,29.94,49.33,52.55
4450,766.36,119.06,38.72,29.96,49.33,52.55
4451,766.36,119.06,38.74,29.96,49.33,52.54
4452,766.36,119.06,38.79,29.98,49.33,52.56
4453,766.36,119.06,38.79,30.02,49.33,52.54
4454,766.36,119.06,38.83,30.07,49.33,52.55
4455,766.36,119.06,38.83,30.11,49.33,52.55
4456,766.36,119.06,38.81,30.14,49.33,52.54
4457,766.36,119.06,38.78,30.16,49.33,52.54
4458,766.35,119.06,38.74,30.18,49.33,52.54
4459,766.35,119.06,38.74,30.18,49.34,52.54
4460,766.35,119.06,38.74,30.17,49.33,52.54
4461,766.35,119.06,38.68,30.19,49.33,52.54
4462,766.35,119.06,38.68,30.20,49.32,52.53
4463,766.35,119.06,38.68,30.22,49.33,52.54
4464,766.35,119.06,38.70,30.23,49.33,52.54
